pesel,exam_type,score,attempt_number,exam_date,city
10000000026,THEORY,49,2,2019-03-19,Nysa
10000000026,THEORY,22,3,2019-03-24,Nysa
10000000026,THEORY,32,4,2019-03-27,Nysa
10000000026,THEORY,86,5,2019-03-30,Nysa
10000000027,THEORY,8.549999999999999,1,2017-06-07,Ostroleka
10000000027,THEORY,55.099999999999994,2,2017-06-11,Ostroleka
10000000027,THEORY,43.699999999999996,3,2017-06-12,Ostroleka
10000000027,THEORY,66.5,4,2017-06-15,Ostroleka
10000000027,THEORY,89.3,5,2017-06-17,Ostroleka
10000000028,THEORY,37,1,2020-01-11,Szczecinek
10000000028,THEORY,27,2,2020-01-12,Szczecinek
10000000028,THEORY,96,3,2020-01-13,Szczecinek
10000000029,THEORY,38.0,1,2019-05-08,Inowroclaw
10000000029,THEORY,93.1,2,2019-05-13,Inowroclaw
10000000030,THEORY,79.8,1,2016-04-10,Lublin
10000000031,THEORY,61.75,1,2018-04-08,Pulawy
10000000031,THEORY,45.599999999999994,2,2018-04-13,Pulawy
10000000031,THEORY,95.0,3,2018-04-17,Pulawy
10000000032,THEORY,84.55,1,2016-08-10,Biala Podlaska
10000000033,THEORY,67.45,1,2016-10-11,Kamienna Gora
10000000033,THEORY,40.85,2,2016-10-13,Kamienna Gora
10000000033,THEORY,25.65,3,2016-10-14,Kamienna Gora
10000000033,THEORY,18.05,4,2016-10-15,Kamienna Gora
10000000033,THEORY,17.099999999999998,5,2016-10-18,Kamienna Gora
10000000033,THEORY,2.8499999999999996,6,2016-10-19,Kamienna Gora
10000000033,THEORY,13.299999999999999,7,2016-10-24,Kamienna Gora
10000000033,THEORY,32.3,8,2016-10-27,Kamienna Gora
10000000033,THEORY,32.3,9,2016-10-30,Kamienna Gora
10000000033,THEORY,8.549999999999999,10,2016-11-02,Kamienna Gora
10000000033,THEORY,91.19999999999999,11,2016-11-05,Kamienna Gora
10000000034,THEORY,19.95,1,2017-05-08,Ciechanow
10000000034,THEORY,31.349999999999998,2,2017-05-09,Ciechanow
10000000034,THEORY,5.699999999999999,3,2017-05-12,Ciechanow
10000000034,THEORY,19.95,4,2017-05-15,Ciechanow
10000000034,THEORY,66.5,5,2017-05-17,Ciechanow
10000000034,THEORY,69.35,6,2017-05-20,Ciechanow
10000000034,THEORY,46.55,7,2017-05-24,Ciechanow
10000000034,THEORY,85.5,8,2017-05-28,Ciechanow
10000000035,THEORY,15,1,2015-03-14,Przemysl
10000000035,THEORY,86,2,2015-03-16,Przemysl
10000000036,THEORY,11.399999999999999,1,2017-11-06,Krakow - Balicka
10000000036,THEORY,55.099999999999994,2,2017-11-10,Krakow - Balicka
10000000036,THEORY,57.949999999999996,3,2017-11-13,Krakow - Balicka
10000000036,THEORY,19.95,4,2017-11-14,Krakow - Balicka
10000000036,THEORY,55.099999999999994,5,2017-11-15,Krakow - Balicka
10000000036,THEORY,28.5,6,2017-11-20,Krakow - Balicka
10000000036,THEORY,19.95,7,2017-11-21,Krakow - Balicka
10000000036,THEORY,90.25,8,2017-11-24,Krakow - Balicka
10000000037,THEORY,72,1,2017-10-16,Zamosc
10000000037,THEORY,62,2,2017-10-17,Zamosc
10000000037,THEORY,59,3,2017-10-20,Zamosc
10000000037,THEORY,78,4,2017-10-21,Zamosc
10000000038,THEORY,75,1,2018-02-12,Biala Podlaska
10000000039,THEORY,44.65,1,2016-02-10,Rybnik
10000000039,THEORY,33.25,2,2016-02-15,Rybnik
10000000039,THEORY,11.399999999999999,3,2016-02-20,Rybnik
10000000039,THEORY,55.099999999999994,4,2016-02-25,Rybnik
10000000039,THEORY,33.25,5,2016-03-01,Rybnik
10000000039,THEORY,15.2,6,2016-03-05,Rybnik
10000000039,THEORY,35.15,7,2016-03-06,Rybnik
10000000039,THEORY,51.3,8,2016-03-11,Rybnik
10000000039,THEORY,35.15,9,2016-03-13,Rybnik
10000000039,THEORY,46.55,10,2016-03-15,Rybnik
10000000039,THEORY,90.25,11,2016-03-20,Rybnik
10000000040,THEORY,23.75,1,2019-02-08,Krasnik
10000000040,THEORY,31.349999999999998,2,2019-02-09,Krasnik
10000000040,THEORY,95.0,3,2019-02-11,Krasnik
10000000041,THEORY,57.0,1,2019-05-07,Grudziadz
10000000041,THEORY,23.75,2,2019-05-10,Grudziadz
10000000041,THEORY,25.65,3,2019-05-12,Grudziadz
10000000041,THEORY,64.6,4,2019-05-13,Grudziadz
10000000041,THEORY,91.19999999999999,5,2019-05-16,Grudziadz
10000000042,THEORY,60.8,1,2017-10-07,Rzeszow
10000000042,THEORY,56.05,2,2017-10-08,Rzeszow
10000000042,THEORY,21.849999999999998,3,2017-10-10,Rzeszow
10000000042,THEORY,42.75,4,2017-10-13,Rzeszow
10000000042,THEORY,74.1,5,2017-10-14,Rzeszow
10000000042,THEORY,53.199999999999996,6,2017-10-16,Rzeszow
10000000042,THEORY,33.25,7,2017-10-21,Rzeszow
10000000042,THEORY,92.14999999999999,8,2017-10-25,Rzeszow
10000000043,THEORY,86,1,2018-12-14,Piotrkow Trybunalski
10000000044,THEORY,46,1,2019-01-11,Glogow
10000000044,THEORY,90,2,2019-01-14,Glogow
10000000045,THEORY,80.75,1,2016-10-09,Grojec
10000000046,THEORY,21,1,2017-05-14,Swidnica
10000000046,THEORY,9,2,2017-05-19,Swidnica
10000000046,THEORY,77,3,2017-05-21,Swidnica
10000000047,THEORY,100,1,2018-10-16,Koszalin
10000000048,THEORY,53.199999999999996,1,2019-04-08,Lubin
10000000048,THEORY,47.5,2,2019-04-09,Lubin
10000000048,THEORY,7.6,3,2019-04-14,Lubin
10000000048,THEORY,9.5,4,2019-04-16,Lubin
10000000048,THEORY,92.14999999999999,5,2019-04-21,Lubin
10000000049,THEORY,87.39999999999999,1,2016-08-09,Bilgoraj
10000000050,THEORY,28.5,1,2017-03-11,Leszno
10000000050,THEORY,46.55,2,2017-03-12,Leszno
10000000050,THEORY,69.35,3,2017-03-17,Leszno
10000000050,THEORY,4.75,4,2017-03-21,Leszno
10000000050,THEORY,91.19999999999999,5,2017-03-25,Leszno
